,AuthorAffiliation,Year,A,B,C,D,E,F,G,H,I,J,K,O,Total,Range
16766,University of Bologna,1999,0,11,8,4,0,8,0,2,5,5,1,0,56,12.100000000000001
16767,Polytechnic University of Turin,1999,0,30,2,2,0,4,0,0,3,3,0,0,47,33.0
16768,York University,1999,0,0,0,3,0,1,0,0,0,0,0,0,7,3.3000000000000003
16769,195 Roque Moraes Drive Mill Valley CA 94941 USA,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16770,INRIA Grenoble,1999,0,1,1,0,0,0,0,1,3,0,0,0,12,3.3000000000000003
16771,NTT Communication Science Laboratories 24 Hikaridai Seikacho Sorakugun Kyoto 6190237 Japan,1999,0,0,0,0,0,0,0,1,0,0,0,0,2,1.1
16772,University of Groningen,1999,0,0,0,2,0,0,0,0,3,0,0,0,12,3.3000000000000003
16773,Federal University of Santa Catarina,1999,0,0,1,0,0,0,0,0,1,0,0,0,2,1.1
16774,Disney Research Zurich,1999,0,0,1,1,1,0,0,2,0,0,0,0,10,2.2
16775,National Tsing Hua University,1999,2,14,12,5,3,0,4,0,10,0,0,0,60,15.400000000000002
16776,INSA Lyon LIRIS CNRS UMR 5205 Villeurbanne France,1999,0,0,0,0,0,0,0,2,1,0,0,0,3,2.2
16777,INRIA Lyon France,1999,0,0,1,0,0,2,0,0,1,0,0,0,5,2.2
16778,STMicroelectronics 1000 Aztec West Bristol BS32 4SQ UK,1999,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1
16779,IB EuroCaucasian University,1999,0,10,3,1,1,1,9,2,2,0,1,0,48,11.0
16780,University of Geneva MIRALab Geneva Switzerland,1999,0,0,0,0,0,0,0,0,4,1,0,0,6,4.4
16781,EPFL Lausanne,1999,0,8,2,6,0,2,0,3,8,2,0,0,34,8.8
16782,Georgia State University,1999,0,2,1,2,1,0,0,3,1,0,2,0,18,3.3000000000000003
16783,University of Jyvaskyla,1999,0,0,0,0,0,0,0,1,0,0,0,0,2,1.1
16784,The MITRE Corporation Reston VA,1999,0,0,0,0,0,0,0,0,0,0,1,0,7,1.1
16785,Ft Meade MD,1999,0,0,1,0,0,0,0,0,0,0,0,0,3,1.1
16786,Qualcomm Inc,1999,0,1,3,0,0,0,0,0,0,0,0,0,7,3.3000000000000003
16787,Kiel University,1999,0,0,0,0,0,0,9,0,1,0,0,0,11,9.9
16788,Clemson University,1999,1,0,0,3,2,3,0,0,0,0,0,0,15,3.3000000000000003
16789,University of MichiganDearborn,1999,0,17,14,3,0,4,1,9,11,3,6,0,79,18.700000000000003
16790,University of Massachusetts,1999,0,11,15,14,0,2,5,28,20,2,0,0,110,30.800000000000004
16791,Bell Labs Naperville IL,1999,0,0,1,7,0,0,0,0,1,0,1,0,13,7.700000000000001
16792,University of Glasgow,1999,0,0,0,5,0,1,0,2,0,0,1,0,14,5.5
16793,Nagoya Institute of Technology,1999,0,0,1,0,0,0,0,0,0,0,0,0,3,1.1
16794,Old Dominion University,1999,0,1,3,0,0,0,3,0,1,1,1,0,12,3.3000000000000003
16795,Central Washington University Ellensburg WA,1999,0,0,2,0,0,0,0,0,0,0,0,0,2,2.2
16796,SUNY Geneseo,1999,0,1,1,0,0,0,0,0,0,0,0,0,2,1.1
16797,University of Illinois at Chicago,1999,1,3,5,3,0,3,5,14,2,0,0,0,46,15.400000000000002
16798,Tallinn University,1999,0,2,0,0,0,0,0,0,0,0,0,0,2,2.2
16799,Laboratoire TIMA,1999,0,11,4,0,1,1,0,2,0,1,0,0,25,12.100000000000001
16800,Communications Research Laboratory Ministry of Posts and Telecommunications Kobe Japan,1999,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
16801,Kyoto University,1999,0,1,0,1,0,2,0,0,3,0,0,0,31,3.3000000000000003
16802,Synopsys,1999,0,6,1,0,0,0,0,0,0,1,0,0,8,6.6000000000000005
16803,Nanyang Technological University,1999,0,1,0,2,0,0,0,4,8,0,2,0,32,8.8
16804,University of Wisconsin at Madison,1999,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
16805,Eff2 Technologies Reykjavik Iceland,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
16806,University of Salamanca,1999,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
16807,Polytechnique Montreal,1999,0,0,1,0,0,1,1,4,2,5,0,0,16,5.5
16808,Rice University,1999,0,12,9,26,0,2,3,2,0,1,0,0,61,28.6
16809,Sapienza University of Rome,1999,0,0,2,3,1,1,2,4,3,0,0,0,33,4.4
16810,University of Auckland,1999,0,0,0,1,1,0,0,0,1,1,3,0,12,3.3000000000000003
16811,University of Oklahoma Norman OK,1999,0,0,1,0,0,0,0,0,0,0,0,0,2,1.1
16812,NASA Glenn Research Center Lewis Field Cleveland OH,1999,0,0,1,1,0,0,0,0,0,0,0,0,3,1.1
16813,CSIRO Brisbane,1999,0,0,0,1,0,0,0,0,0,0,0,0,3,1.1
16814,University of Mannheim,1999,0,8,0,0,2,0,0,2,0,0,0,0,17,8.8
16815,Virginia Tech,1999,1,2,1,2,0,3,1,11,3,0,2,0,40,12.100000000000001
16816,Mississippi State University,1999,0,1,0,1,0,0,0,0,8,0,1,0,11,8.8
16817,Radford University Radford VA,1999,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
16818,Philips Research Laboratories,1999,0,11,3,0,0,3,3,2,3,0,0,0,35,12.100000000000001
16819,University of North Carolina,1999,1,0,0,0,0,0,0,1,0,0,0,0,3,1.1
16820,Xerox Corporation Rochester New York,1999,1,0,0,0,0,0,0,0,0,0,0,0,3,1.1
16821,SAP Research,1999,0,4,0,4,0,0,1,6,0,0,0,0,17,6.6000000000000005
16822,CNRS ENS Lyon INRIA UCBL U Lyon Lyon France,1999,0,0,0,0,0,0,0,0,0,2,0,0,2,2.2
16823,California College of the Arts San Francisco CA USA,1999,0,0,0,0,0,0,0,1,1,0,0,0,2,1.1
16824,University of Limoges,1999,0,0,0,0,0,0,0,0,1,0,0,0,3,1.1
16825,IRISA Rennes,1999,0,0,3,0,0,0,0,0,1,0,0,0,6,3.3000000000000003
16826,Center for Intelligent Systems Control and Robotics Tallahassee FL,1999,0,0,2,0,0,0,0,0,1,0,0,0,3,2.2
16827,The University of Queensland,1999,0,1,7,0,0,0,0,9,1,0,0,0,23,9.9
16828,Swedish Institute of Computer Science,1999,0,1,2,0,0,0,3,0,0,0,1,0,13,3.3000000000000003
16829,NEC Europe Ltd Heidelberg Germany,1999,0,0,0,1,0,0,1,0,0,2,0,0,4,2.2
16830,University of Utrecht Utrecht The Netherlands,1999,0,0,0,0,0,0,0,0,4,0,0,0,4,4.4
16831,IBM Systems and Technology Group Rchester MN,1999,0,0,0,0,2,0,0,0,0,0,1,0,4,2.2
16832,University of Notre Dame,1999,0,8,3,5,0,3,0,0,0,2,0,0,22,8.8
16833,Yale University,1999,0,0,0,10,0,1,11,0,18,3,0,0,44,19.8
16834,IBM Systems and Technology Group Hopewell Junction NY,1999,0,1,0,0,0,0,0,0,1,3,0,0,7,3.3000000000000003
16835,IBM Systems and Technology Group Boeblingen Germany,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16836,University of Melbourne,1999,0,0,0,4,0,0,0,4,0,1,0,0,9,4.4
16837,University of DuisburgEssen,1999,0,0,0,2,0,0,0,0,0,0,0,0,4,2.2
16838,Queen Mary University of London,1999,0,0,1,1,0,0,1,0,4,2,0,0,20,4.4
16839,Technical University of Madrid,1999,0,0,0,7,0,0,0,0,0,0,2,0,9,7.700000000000001
16840,Monash University,1999,0,0,0,1,0,0,0,2,7,0,1,0,18,7.700000000000001
16841,University of Miami,1999,0,0,0,0,0,0,2,1,1,0,0,0,4,2.2
16842,Fraunhofer IPSI Darmstadt Germany,1999,0,0,0,0,0,0,0,14,1,0,1,0,22,15.400000000000002
16843,University of Michigan,1999,0,8,3,0,0,1,0,13,1,1,0,0,28,14.3
16844,University of British Columbia,1999,0,3,0,12,0,2,2,11,23,0,5,0,71,25.3
16845,The Boeing Company,1999,1,0,0,2,0,0,0,1,0,0,0,0,9,2.2
16846,PO Box 7730 Wichita KS,1999,0,0,0,2,0,0,0,0,0,0,0,0,2,2.2
16847,Los Alamos National Laboratory,1999,0,0,0,1,0,9,2,3,1,0,0,0,19,9.9
16848,Department of Computer Science Rutgers University New Brunswick NJ 08903 USA,1999,0,0,0,0,0,0,2,5,2,0,0,0,11,5.5
16849,Open University,1999,0,0,0,10,0,0,0,1,0,1,1,0,16,11.0
16850,University of Bonn,1999,0,4,0,0,1,0,1,6,5,0,0,0,20,6.6000000000000005
16851,Seattle University Seattle WA,1999,0,0,0,1,0,0,0,0,1,0,0,0,2,1.1
16852,Sandbridge Technologies Inc White Plains NY,1999,0,0,0,0,0,0,0,0,1,0,0,0,2,1.1
16853,Colorado School of Mines Golden CO USA,1999,0,0,0,0,0,0,0,1,1,0,1,0,6,1.1
16854,Intel Corporation DuPont WA,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16855,Chalmers University of Technology,1999,0,1,1,0,0,2,1,0,0,0,0,0,6,2.2
16856,The MathWorks Inc Natick MA,1999,0,0,0,0,0,0,0,0,3,0,0,0,3,3.3000000000000003
16857,STMicroelectronics 850 Rue Jean Monnet F38926 Crolles France,1999,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
16858,INRIA Bordeaux,1999,0,1,0,0,0,0,3,1,1,0,0,0,7,3.3000000000000003
16859,University of Texas at Dallas,1999,1,1,12,2,1,0,4,6,1,1,1,0,39,13.200000000000001
16860,State University of New York at Stony Brook Stony Brook NY,1999,0,0,0,0,0,0,0,3,5,0,0,0,8,5.5
16861,Indian Institute of Technology Bombay,1999,0,0,0,0,0,0,1,5,0,0,0,0,7,5.5
16862,Philips Research Briarcliff Manor NY,1999,0,0,0,0,0,0,0,3,0,0,0,0,3,3.3000000000000003
16863,University of Virginia,1999,0,2,0,9,0,0,1,6,2,3,0,0,24,9.9
16864,Apple Computer Cupertino CA,1999,0,0,0,2,0,0,0,1,2,0,0,0,5,2.2
16865,Tokyo Institute of Technology,1999,0,0,0,0,1,0,1,5,3,0,0,0,14,5.5
16866,Computing Department Lancaster University Lancaster LA1 4YR UK,1999,0,0,0,0,0,0,0,8,4,0,0,0,12,8.8
16867,United States Military Academy West Point NY,1999,0,0,0,0,3,1,0,0,0,0,3,0,7,3.3000000000000003
16868,Fraunhofer Institute for Intelligent Analysis and Information Systems,1999,1,0,2,0,0,0,0,5,6,1,0,0,17,6.6000000000000005
16869,Lawrence Livermore National Laboratory,1999,0,0,3,0,0,1,1,1,8,0,0,0,14,8.8
16870,University of Minnesota,1999,0,16,11,10,0,5,1,13,21,2,6,0,111,23.1
16871,IBM Austin TX,1999,1,0,0,0,0,0,0,0,1,1,0,0,3,1.1
16872,Department of Computer Science Trinity College Dublin,1999,0,0,0,0,0,0,4,1,0,0,0,0,6,4.4
16873,University of Oxford,1999,0,0,0,3,0,0,0,0,5,0,0,0,14,5.5
16874,Signal Processing Research Lab Department of Electronics University of Yazd Yazd Iran,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16875,Northrop Grumman Corporation,1999,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1
16876,Sun Microsystems Laboratories,1999,0,1,1,2,0,0,1,0,0,0,0,0,8,2.2
16877,Honeywell Systems and Research Center St Paul Minnesota,1999,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1
16878,University of South Florida,1999,0,2,1,0,0,0,0,0,10,0,0,0,15,11.0
16879,Vanderbilt University,1999,0,0,0,0,0,1,1,0,0,0,0,0,28,1.1
16880,Cadence Design Systems Inc Endicott New York USA,1999,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
16881,University of Sannio,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16882,School of Computer Science Australian Defence Force Academy UNSW Canberra ACT 2600 Australia,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16883,CreateNet Via Solteri Trento Italy,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16884,University of California at Irvine Irvine CA,1999,0,4,2,2,0,0,1,0,0,0,0,0,9,4.4
16885,Department of Computer Science & Eng Connecticut University Storrs CT USA,1999,0,0,0,0,0,0,0,0,1,0,0,0,2,1.1
16886,National Institute of Standards and Technology,1999,0,0,2,5,0,0,0,14,2,0,0,0,27,15.400000000000002
16887,Wellesley College Wellesley MA,1999,0,0,0,0,0,1,0,0,0,0,1,0,3,1.1
16888,University of Colorado,1999,0,0,0,0,0,0,0,4,1,0,1,0,10,4.4
16889,University College Cork,1999,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
16890,University of California San Diego,1999,0,28,18,8,1,0,9,1,20,5,0,0,104,30.800000000000004
16891,Universit di Napoli Federico II,1999,0,0,0,6,0,0,1,0,0,0,0,0,8,6.6000000000000005
16892,Queens University,1999,0,0,0,0,0,2,1,1,1,0,0,0,6,2.2
16893,Macquarie University,1999,0,0,0,0,0,2,0,0,1,0,0,0,13,2.2
16894,University of California Los Angeles,1999,1,57,16,8,0,10,5,18,8,2,10,0,158,62.7
16895,Systems Development Laboratory Hitachi Ltd 1099 Ohzenji Asaoku Kawasaki 2150013 Japan,1999,0,0,0,0,0,0,0,6,0,0,0,0,6,6.6000000000000005
16896,University of Oulu,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16897,School of Computing Napier University Edinburgh UK,1999,0,0,0,0,0,0,0,3,0,0,0,0,6,3.3000000000000003
16898,INRIA Le Chesnay France,1999,0,3,0,0,2,2,1,3,2,0,0,0,16,3.3000000000000003
16899,Fraunhofer Center for Experimental Software Engineering Maryland,1999,0,0,0,5,0,0,0,0,0,0,0,0,6,5.5
16900,Computer Science Department University of Wisconsin,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
16901,LESTER University of South Brittany Lorient France,1999,0,0,3,0,0,0,0,0,0,0,0,0,3,3.3000000000000003
16902,Honeywell Technology Center 3660 Technology Drive Minneapolis MN,1999,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
16903,ENDIF Universit di Ferrara Ferrara Italy,1999,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
16904,University of Catania,1999,0,5,3,0,0,0,0,1,3,1,0,0,16,5.5
16905,Federal University of Rio de Janeiro,1999,0,0,0,0,0,0,1,0,1,0,0,0,10,1.1
16906,University of Milan,1999,0,0,2,0,0,4,1,5,4,0,0,0,19,5.5
16907,University of Bremen,1999,0,0,0,1,0,3,3,0,0,0,0,0,12,3.3000000000000003
16908,Turku Centre for Computer Science Turku Finland,1999,1,0,0,1,1,1,0,1,0,0,0,0,15,1.1
16909,Durham University,1999,0,0,0,0,0,0,0,0,0,0,3,0,10,3.3000000000000003
16910,University of Pittsburgh Pittsburgh PA 15260 USA,1999,0,0,0,2,0,0,0,0,1,0,1,0,7,2.2
16911,Cranfield School of Management Cranfield Bedford UK,1999,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
16912,Bournemouth University UK,1999,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
16913,Universit Paris-Sud,1999,0,0,2,0,0,2,1,0,0,0,0,0,7,2.2
16914,Vienna University of Technology,1999,1,2,1,7,0,2,9,14,15,0,1,0,69,16.5
16915,Fairleigh Dickinson University,1999,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1
16916,Illinois State University Normal IL,1999,0,0,0,0,0,0,0,0,0,0,1,0,2,1.1
16917,Illinois State University Applied Computer Science 5150 Normal IL,1999,2,0,0,0,0,0,0,0,0,0,0,0,2,2.2
16918,LIFIA Departamento de Informatica Facultad de Ciencias Exactas Universidad Nacional de La PlataArgentina ar,1999,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
16919,Steklov Institute of Mathematics at St Petersburg Russian Academy of Sciences 27 Fontanka St Petersburg 191023 Russia,1999,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
16920,State University of New York at Buffalo,1999,0,2,2,0,2,2,5,4,7,0,0,0,42,7.700000000000001
16921,University of Houston,1999,0,1,1,4,0,1,1,2,0,0,1,0,15,4.4
16922,Army Research Laboratory Adelphi MD,1999,0,0,0,0,0,0,0,1,0,0,0,0,4,1.1
16923, Universitt Jena Jena Germany,1999,0,0,0,0,0,0,0,0,1,0,0,0,6,1.1
16924,Technical University of Catalonia,1999,0,6,14,7,1,12,2,0,1,1,2,0,53,15.400000000000002
16925,Middlesex University London UK,1999,0,0,0,0,0,0,0,1,0,0,0,0,3,1.1
16926,Faculty of Engineering University of Novi Sad Serbia,1999,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
16927,University of Latvia,1999,0,0,0,0,0,0,0,0,1,0,0,0,3,1.1
16928,Boston University,1999,0,8,8,1,0,3,1,4,1,3,1,0,41,8.8
16929,Kingston High School Kingston NY,1999,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
16930,Colgate University,1999,1,0,0,0,0,0,0,0,0,0,1,0,2,1.1
16931,Texas A&M University,1999,1,0,12,1,1,0,1,5,5,0,3,0,38,13.200000000000001
16932,Kharkevich Institute for Information Transmission Problems RAS Moscow Russia,1999,0,0,0,0,0,0,1,0,0,0,0,0,6,1.1
16933,Carleton University,1999,0,0,7,1,0,4,5,0,2,0,0,0,22,7.700000000000001
16934,Ca Foscari University of Venice,1999,0,0,0,0,0,3,1,0,0,0,0,0,4,3.3000000000000003
16935,NEC Research Institute,1999,0,9,6,1,0,3,0,9,4,0,0,0,37,9.9
16936,New York University,1999,0,0,3,4,0,2,5,6,7,0,1,0,33,7.700000000000001
16937,Object Services and Consulting Plano TX,1999,0,0,0,0,0,0,0,6,0,0,1,0,7,6.6000000000000005
16938,University of Chicago,1999,0,0,1,0,0,0,2,0,1,1,0,0,6,2.2
16939,University of Louisiana at Lafayette,1999,0,1,0,1,0,0,0,2,0,0,2,0,10,2.2
16940,LCSEE WVU Morgantown USA,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1
16941,Boeing,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1
16942,Lockheed Martin,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1
16943,Nokia Research Center,1999,1,0,1,1,0,0,0,3,2,0,2,0,18,3.3000000000000003
16944,Lockheed Martin Federal Systems Owego NY,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
16945,University of Maine Orono ME,1999,1,0,0,0,0,0,0,4,0,0,0,0,5,4.4
16946,University of Nantes,1999,0,0,0,0,0,0,0,4,1,0,0,0,5,4.4
16947,Hong Kong University of Science and Technology,1999,0,0,8,3,0,2,1,12,2,0,0,0,33,13.200000000000001
16948,Universite des Sciences et Technologies de Lille France,1999,0,0,0,1,0,3,0,0,0,0,0,0,4,3.3000000000000003
16949,Keio University,1999,0,0,0,1,0,0,0,0,0,0,1,0,14,1.1
16950,Systems Development Laboratory Hitachi Ltd Yokohama Japan,1999,0,0,0,0,0,0,0,2,1,0,0,0,4,2.2
16951,Chinese University of Hong Kong,1999,0,0,3,4,0,3,4,19,3,0,0,0,60,20.900000000000002
16952,Emory University,1999,0,0,1,2,0,0,0,0,2,0,1,0,20,2.2
16953,Washington University in St Louis,1999,0,0,10,17,0,3,7,1,8,0,2,0,54,18.700000000000003
16954,Vancouver WA,1999,0,0,2,0,0,0,0,0,0,0,0,0,2,2.2
16955,The Hong Kong Polytechnic University,1999,0,0,0,0,2,0,0,1,0,0,0,0,3,2.2
16956,Hebrew University of Jerusalem,1999,0,0,2,0,0,3,0,0,14,0,0,0,25,15.400000000000002
16957,Graz University of Technology,1999,0,0,0,0,0,3,12,0,3,1,0,0,23,13.200000000000001
16958,University of Kentucky,1999,0,0,0,2,1,1,1,0,6,1,2,0,17,6.6000000000000005
16959,Xilinx Inc 2100 Logic Drive San Jose CA,1999,0,1,0,0,0,0,1,0,0,0,0,0,2,1.1
16960,Tokyo Denki University,1999,0,0,0,5,0,1,2,0,3,0,0,0,24,5.5
16961,University of Technology Sydney,1999,0,0,0,0,0,0,0,2,0,0,0,0,6,2.2
16962,Constantine & Lockwood Ltd Rowley MA,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16963,Department of Mathematics and Computer Science Lehman College City University of New York Bronx NY,1999,0,0,0,0,0,1,1,0,0,0,0,0,2,1.1
16964,AlcatelLucent Bell Labs Villarceaux France,1999,0,0,2,0,0,0,0,0,0,0,0,0,2,2.2
16965,University Paris VI Paris France,1999,0,0,2,0,0,0,0,0,4,0,0,0,7,4.4
16966,University of Arizona,1999,1,4,8,1,0,0,2,18,4,5,1,0,50,19.8
16967,Intelligent Automation Inc Rockville MD,1999,0,0,0,0,0,0,0,2,0,1,0,0,3,2.2
16968,University of Brighton Brighton UK,1999,0,0,1,0,0,0,0,1,0,0,2,0,8,2.2
16969,Altarum Institute,1999,0,1,8,0,2,0,1,4,2,0,0,0,23,8.8
16970,IBM Canada Ltd North York Ont Canada,1999,0,0,0,0,0,0,0,1,0,0,0,0,3,1.1
16971,INRIA Lille Nord Europe Villeneuve dAscq France,1999,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
16972,University of Michigan Flint Flint MI,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16973,University of Colorado Denver,1999,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
16974,Motorola Labs Schaumburg IL,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16975,Blekinge Institute of Technology,1999,0,0,0,3,0,0,0,0,2,2,0,0,9,3.3000000000000003
16976,Australian National University,1999,0,0,2,0,0,0,1,1,1,0,1,0,7,2.2
16977,Michigan Technological University Houghton MI,1999,0,1,0,0,1,0,1,0,1,0,1,0,8,1.1
16978,Microelectronics Center of North Carolina Research Triangle Park North Carolina,1999,0,0,2,0,0,0,0,0,1,0,0,0,4,2.2
16979,University of Guelph,1999,0,0,0,0,0,0,0,5,0,0,0,0,5,5.5
16980,Department of Computer Science California State University Sacramento CA,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
16981,University of Florida,1999,0,2,1,0,0,0,5,2,3,0,0,0,17,5.5
16982,Aaron Marcus and Associates Inc Berkeley USA CA 94708,1999,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
16983,Rivendel Consulting &amp Design Inc La Honda CA,1999,0,0,0,0,0,0,0,1,0,0,0,0,2,1.1
16984,University of Paderborn,1999,0,0,4,2,0,7,11,2,2,0,0,0,42,12.100000000000001
16985,King Fahd University of Petroleum and Minerals,1999,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
16986,Hampton University Hampton VA,1999,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
16987,University of Twente,1999,1,2,2,4,0,1,0,2,0,0,0,0,15,4.4
16988,Fujitsu Laboratories Ltd Kawasaki Japan 2118588,1999,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
16989,Medical Science Systems Inc 100 NE Loop 410 Suite 820 San Antonio Texas,1999,0,0,0,0,0,0,0,0,0,1,0,0,1,1.1
16990,Utrecht University,1999,0,0,2,2,0,1,2,0,13,0,0,0,21,14.3
16991,Deakin University,1999,0,0,0,1,0,0,0,1,0,0,0,0,4,1.1
16992,University of Hagen,1999,0,0,0,0,0,9,0,0,0,0,0,0,18,9.9
16993,The University of Oklahoma School of Computer Science Norman OK,1999,0,0,0,0,0,0,0,7,0,0,0,0,7,7.700000000000001
16994,Northwestern University,1999,1,7,0,9,0,1,3,2,6,1,0,0,35,9.9
16995,University of North Carolina Wilmington,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16996,OFFIS Research Institute 26121 Oldenburg Germany,1999,0,0,4,0,0,0,0,0,0,0,0,0,4,4.4
16997,University of Melbourne Parkville Australia,1999,0,0,1,3,0,0,0,0,1,0,0,0,5,3.3000000000000003
16998,University of Bergen,1999,0,0,0,3,2,1,1,0,0,0,0,0,12,3.3000000000000003
16999,Central Michigan University,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1
17000,University of Detroit Mercy,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1
17001,University of Northern Iowa Cedar Falls IA,1999,1,0,0,1,0,0,0,0,0,0,0,0,2,1.1
17002,Fluminense Federal University,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1
17003,Allegheny College,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1
17004,Department of Information Systems Morgan State University United States,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1
17005,Institute for Telematics Trier Germany,1999,0,1,0,5,0,0,0,0,0,0,0,0,8,5.5
17006,University of Hawaii Honolulu,1999,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
17007,Yahoo Labs,1999,1,7,2,1,0,1,5,1,4,0,0,0,22,7.700000000000001
17008,Department of Computer Science Houston University TX USA,1999,0,0,0,0,0,0,0,0,3,0,1,0,8,3.3000000000000003
17009,Institute for System Programming Russian Academy of Sciences Moscow Russia 109004,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
17010,University of Wroclaw,1999,0,0,0,0,0,2,0,0,0,0,0,0,2,2.2
17011,University of Bari,1999,0,0,0,1,0,0,0,1,0,0,0,0,9,1.1
17012,Technische Universitt Dresden,1999,0,0,1,0,0,0,0,1,2,0,0,0,6,2.2
17013,Griffith University,1999,0,0,4,0,0,0,0,2,0,0,0,0,11,4.4
17014,University of Passau,1999,0,0,1,1,0,2,1,3,0,0,0,0,9,3.3000000000000003
17015,University of Kent UK,1999,0,0,0,0,0,0,0,0,0,0,1,0,2,1.1
17016,University of Minho,1999,0,0,2,0,0,1,0,0,0,0,0,0,3,2.2
17017,Southern Polytechnic State University Marietta GA,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
17018,AutoSimulations Inc 655 Medical Drive Bountiful UT,1999,1,0,0,0,0,0,0,0,1,2,0,0,4,2.2
17019,Shanghai University,1999,0,0,0,0,0,0,0,0,0,1,0,0,1,1.1
17020,LORIA Nancy France,1999,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
17021,University of Modena and Reggio Emilia,1999,0,0,0,0,0,1,0,0,0,0,0,0,4,1.1
17022,University of Verona,1999,0,1,0,0,0,0,0,0,0,0,0,0,3,1.1
17023,Philips Research,1999,0,0,0,0,0,0,0,1,0,0,0,0,4,1.1
17024,INRIA Rennes,1999,0,0,2,5,0,3,0,0,2,0,0,0,13,5.5
17025,Hungarian Academy of Sciences Budapest Hungary,1999,0,0,0,1,1,2,1,0,1,0,0,0,7,2.2
17026,McGill University,1999,0,0,0,9,0,6,6,0,2,0,0,0,30,9.9
17027,Budapest University of Technology and Economics,1999,0,0,2,0,0,0,0,0,3,0,0,0,5,3.3000000000000003
17028,University of San Francisco San Francisco CA,1999,0,0,0,0,0,0,0,1,0,0,0,0,3,1.1
17029,University of Freiburg,1999,0,0,1,0,0,1,1,2,0,0,0,0,17,2.2
17030,Technical University of Berlin,1999,0,0,0,0,0,6,8,0,2,0,0,0,20,8.8
17031,Middle East Technical University,1999,0,0,0,0,0,0,0,2,0,1,0,0,8,2.2
17032,Centrum voor Wiskunde en Informatica Amsterdam The Netherlands,1999,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
17033,Loughborough University UK,1999,0,0,0,0,0,0,0,2,0,2,0,0,7,2.2
17034,GTE Laboratories Incorporated Waltham MA,1999,0,1,5,0,0,0,0,1,0,0,2,0,10,5.5
17035,Bentley College,1999,0,0,0,0,0,0,0,0,0,0,3,0,4,3.3000000000000003
17036,Metropolitan University,1999,0,0,0,0,0,0,0,0,0,1,0,0,4,1.1
17037,Department of Computer Science and Information Engineering National Central University Chungli Taiwan 32054,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
17038,University of Augsburg,1999,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1
